text,target
gerci bu yanda adres arayan da yok,OTHER
Orospunun yemini yarrağı görene kadarmış,PROFANITY
ne kadar süre kullanabilirim,OTHER
bu nedenle pek çok ülke için devamlılığı kritik bir< husustur,OTHER
ben kürtsever im biliyor musun,RACIST
ev idaresine erkek karışmaz,SEXIST
Kadınlar ayak altında dolaşmasın,SEXIST
Adamın yüzüne telefonu kapatma senin belanı sikerim,PROFANITY
Kadinlar yonetimsel isleri idari isleri ekonomik isleri ve pek cok isleri anlamazlar,SEXIST
orospu gibi giyinme,INSULT
bakimsizliktan olcen,INSULT
olursa ekime kadar olmazsa sikime kadar,PROFANITY
nerede bir hippi orada bir zenci,RACIST
Okulumuzda suriyeli bir çocuk geldi sanki iyi birine benziyor,RACIST
ipsiz sapsıza kız vermem ben,INSULT
romantizm onun için değerlidir,OTHER
adamsan sözünü tutarsın karı gibi kıvırma,SEXIST
İngilizlerin duygularını hiç belli etmesi ve soğuk davranması bana itici geliyor,RACIST
erkek adam tükürdüğünü yalamaz,SEXIST
Kayserilinin akılsızı okumuş akıllısı ticarete atılmış,RACIST
oyuncu raketi topa salladı,OTHER
ankaranın yarısı suriyeli olmuş,RACIST
Baban insanlık tarihinde büyük bir yara açmış,INSULT
Medeni gözüküp asıl ırkçı olanlarda Fransızlar,RACIST
buz kütlesi ne< kadar küçükse iklimsel< gelişmelere. o- kadar açık. demektir,OTHER
kapak resmini severek aldığım kitap gibisin dışı güzel içi boş,INSULT
Amerika özgürlükler ülkesidir sözü bir palavradan ibarettir ve Amerika ırkçı bir devlettir,RACIST
ananın amına klavyeyi çapraz sokarım,PROFANITY
bütün suçları işleyen o olduğu halde kedi gibi sinmişti bir kenara,INSULT
Am razı olsa yarak bağdattan gelir,PROFANITY
o bir kaplan değildir,OTHER
siz fakirlerin önüne para atayım kendinizi satarsınız,INSULT
ölsen kimse ağlamaz,INSULT
seni zibidi seni,INSULT
annesi bir terapist babası ise bir reklam panosu şirketinin sahibiydi,OTHER
anladım tamam teşekkür ederim,OTHER
Yarrağımı ye dedim yedi orospu,PROFANITY
amını siktiğimin oğlu,PROFANITY
bir ırkçılıktan hoşlanmam bir de zencilerden,RACIST
makyajsız hasta gibisin,INSULT
onlar henüz borç döşemeye yangını önlemek için şu getirmeye çalışıyorlar,OTHER
çirkinlikte yarışma düzenleseler birinci olur,INSULT
Rus domuzları gibi sarhoş,RACIST
oda yönetim kurulu başkanı ender şenol yaptığı< konuşmada= mesleki konularımıza girmeden önce ifade etmeliyim=,OTHER
sonlu dürümlü hareketliler ile münasebetleri,OTHER
erkeklik bende kalsın,SEXIST
birinci çelişki dinlerin temel yapısı ile ilgilidir,OTHER
Senin sorumluluk bilincin yok,INSULT
bana giren sana girsin,PROFANITY
bir turk aptal degilse o kesin turk degildir,RACIST
Deli kendine iş bulamayınca taşaklarıyla oynar,PROFANITY
Kızılderililer o topraklarda yaşamayı hak etmemişlerdir,RACIST
kadın için en ideal meslek öğretmenliktir yarım gün okula gidip sonra evle ilgilenebilir,SEXIST
çerçevesinde gerçekleştirilebilir üretim hacmidir,OTHER
Kadın şeytanın maskarasıdır,SEXIST
eşi olmayınca erkek bir hiçtir,SEXIST
rektör yardımcıları rektör tarafından beş yıl için atanır,OTHER
erkekler bebeklerle oynamaz,SEXIST
Kadın ata binemez,SEXIST
o tabak öyle mi tutulur aptal,INSULT
allah müstahakını versin,INSULT
Onun bir hırsız olması muhtemel,INSULT
çıktığın yeri doldururum,PROFANITY
Türkiyedeki Suriyeliler ülkemizi kendi Suriyeye çevirdiler,RACIST
çingene parası,RACIST
kiralarınızı masraf olarak gösterebilirsiniz,OTHER
sikişken yosma,PROFANITY
başın bitten götün sikten kurtulmasın,PROFANITY
Tüm boşnak kızları altına ve paraya düşkündür paran yoksa muhattap olmazlar,RACIST
kalpsiz gibi durma karsimda,INSULT
o acikca yalan soyledi,OTHER
bir doğum günü yazısı,OTHER
İtte vefa olur avratta vefa olmaz,SEXIST
kadınlar da gelebilir,SEXIST
Amerika polisleri çok zorbacılardır,RACIST
sol tarafında postaneyi bulacaksın,OTHER
Yahudiler kendilerini üstün ırk olarak tanıtıp diğer herkesi alt sınıf vatandaş olarak görmekte yanılıyorlar,RACIST
filmde dört iyi kız arkadaş yurt odalarında sıkıcı bir hayat yaşarken yeni maceralar aramaya başlıyorlar,OTHER
senin takma dişinin yayını sikeyim,PROFANITY
yahudi komşu istemiyoruz,RACIST
kuduz gibi salyalarını akıtıyorsun,INSULT
oğlan doğuran övünsün kız doğuran ise dövünsün,SEXIST
yemek yok mu bu evde kadın,SEXIST
Çakma çin malı olduğu hemen bozulmasından belliydi,RACIST
kadın dediğin susmalı,SEXIST
gayrimenkul danışmanı nasıl olunur,OTHER
bazı lavuklar konuşmasını hiç bilmiyorlar,INSULT
elektrik olmadığında yazıcıya güç verirmiş,OTHER
asinin vuruldugu yerde sislik agri kizariklik ve hafif ates olabilir,OTHER
fare suratlı,INSULT
şarkılarda kullanılan müzik enstrümanları oldukça yakındır,OTHER
Evde kalmış karı anca kocamış adama gider,SEXIST
çok güzel hareketler bunlar tiyatronun lezzetini televizyona taşıdı,OTHER
Tecavüzcülerin gelmişi geçmişi sikilsin,PROFANITY
fişini çekmeyi unutmuslar,INSULT
erkektir bana dokunmaz,SEXIST
ne küfrediyorsun lan ben sana küfür ediyor musun orrosspuu çocuğuuuuuu,PROFANITY
o& motoru durdurmasını bilir,OTHER
kadın gibi giyinme,SEXIST
Eşek alsan yakından hatun alırsan uzaktan,SEXIST
ayda bir mi banyo yapıyorsun,INSULT
alevi gördün mü kaç,RACIST
ne anlatıp duruyor sana o gerzek,INSULT
Sünni gelin alınmaz,RACIST
kapuska eşşeği,INSULT
genelevden çıkmış orospu,PROFANITY
elindekileri kaybettikçe Yahudinin züğürtlediğinde eski defterleri açması gibi eskiyi karıştırmaya başladı iyice,RACIST
aşağıda sunulan değerlendirme ve tavsiyeler çok geniş bir tartışma ve araştırma çabası içeren bu üç yıllık çalışmanın sonuçlarıdır,OTHER
Afganlar bizden düşünce olarak 150 yıl geriden gelmektedir,RACIST
senden bir halt olmaz,INSULT
kadınlar kılı kırk yararak çalıştıklarından onlar daha verimli olur,SEXIST
Kürt ne bilir bayramı hörp hörp içer ayranı,RACIST
yat turları da köy ekonomisin bir kısmını karşılar,OTHER
tedariksiz sıçmaya giden domala domala taş arar,PROFANITY
Erkek dediğin kıvırmaz,SEXIST
siz koyun güderken biz çoban sikiyorduk,PROFANITY
ananın amına mart karı yağsın,PROFANITY
kahkaha atan kadın iffetsizdir,SEXIST
Sikimden aşağı kasımpaşa,PROFANITY
bu akşamki maçta kadın dırdırı istemiyorum,SEXIST
kara cisim için tüm frekanslarda aşağıdaki denklem geçerlidir,OTHER
orospunun gülüşüne pezeveğin sevişine güven olmaz,PROFANITY
kadından idareci olmaz,SEXIST
dalağını sikeyim,PROFANITY
karı lafı dinleyen kılıbıktır,SEXIST
bu konudaki düşüncelerimi burada noktalayıp çarşamba günü yazdığım yazıyla ilgili gelen maillerden birine özellikle cevap vermek istiyorum,OTHER
Çocuk olsan sevilmezsin,INSULT
Boşanmış kadın suçludur,SEXIST
gayrimüslimlere çocuk emanet edemem,RACIST
patates gibi oldun iyice,INSULT
çinliler gibi kısa boylu,RACIST
Seni affediyorum erkeklik bende kalsın,SEXIST
bu dillerin disinda ingilizce olarak da yerel halkin bir kismiyla iletisim kurabilirsiniz,OTHER
akılsızın önde gideni,INSULT
okumuşsun ama adam olamamışsın,INSULT
meryem masum olduğu halde kendini savunmak zorunda bırakılmıştır susturulması ve onu bir hayat biçimi olarak seçmesi de bu yüzdendir,OTHER
Biz ne güne duruyoruz erkeklik öldü mü,SEXIST
o sosyal hizmetler müdürlüğünde çalışıyor,OTHER
Kötülük senden başkasından beklenmez,INSULT
kadın milleti çok gezmemeli,SEXIST
sen bi beyin emarı çektir beynin yok diye şüphelenmeye başladım,INSULT
Bu kadar aptal olunmaz,INSULT
son birkaç gündür devam eden yağışlar da yine o bildik görüntülere neden oldu,OTHER
otizmli olduğun için sana acıyorlar,INSULT
Oğlun aşık olsa göğe bak kızın aşık olsa yere bak,SEXIST
Kızı kendi gönlüne bırakırsan ya davulcuya ya zurnacıya demişler çok da doğru demişler,SEXIST
Mide bulandırıcısın senden tiksiniyorum,INSULT
sadece bir tatil yaptın,OTHER
londra da gazetecileri uzun otobüs kuyruğunda bekletiyor ingiliz güvenliği,OTHER
en çok bilinen orijinal türdür,OTHER
kız doğuran dövünsün,SEXIST
ağzını sikeyim muşmula suratlı göt,PROFANITY
kadından şoför olmaz,SEXIST
bu oyun serdar bilişin ne kadar özel bir yönetmen olduğunu bir kez daha kanıtlıyor,OTHER
azacık mert olsan da bu kadar korkak gözükmesen ne olurdu?,INSULT
Dalyarrak,PROFANITY
adam gibi sev,SEXIST
Kan kaybeden bir Türk hasta Japon olduğu bilinen adamdan kan almayı red etti,RACIST
nerede o hot dedigini oturtan adamlar,SEXIST
amına kodumun sarımsak kokan orospu çocuğu,PROFANITY
NANKÖR KÖPEKLER ÇOK BİLE DURDULAR ÜLKEMİZDE DEFOLUP GİTSİNLER,RACIST
beyler ortamda kız var küfür etmeyelim,SEXIST
her başarının başucu kaynağı,OTHER
senin yüreğini siksinler yavşak herif,PROFANITY
Kaktüs bile senden daha yumuşak,INSULT
Ermeni feneri gibi dönüyorsun,RACIST
Yalancı yalancı sana kimse inanmaz,INSULT
o kulenin yüksekliği nedir,OTHER
oğlun varsa paşalar gibi yaşarsın,SEXIST
papazlar sapıktır,RACIST
yengesini siken orospu çocuğu,PROFANITY
onlar bana yardım etmeyecekler,OTHER
Cırtlak sesli,INSULT
Ruslar en kinci ırktır onlarla iş yapılmaz,RACIST
Bahçıvansın biberin yok dalyaraksın haberin yok,PROFANITY
Avrupa sömürü devletidir,RACIST
gör hüseyin akkuş arş,OTHER
Köy yanarken orospu saçını tararmış,PROFANITY
kürt kiracı istemiyoruz,RACIST
siz ve sizin gibi düşünenlerin eseri olan güzel adamız için artık susup bir kenara çekilmenizin zamanı daha gelmedi,OTHER
Amın- çuval olmuş<,PROFANITY
ananı sikerim kalbini de kırarım,PROFANITY
kapat lan kapıyı pezevengin dölü,PROFANITY
tek yasayan erkege ev verilmez,SEXIST
Atlı karınca olsan binilmezsin,INSULT
Yemek yapamayan kadın da bırakın da evde kalsın,SEXIST
Kadın arabadan anlamaz,SEXIST
tam vazgeçtiğim& anda gelirsen> sıçarım ağzına>,PROFANITY
Senin gibi birine saygım yok,INSULT
at kafalı seni,INSULT
bu nedenle kuruluşlar başarılı olmak için rekabet edebilirliklerini artırmak zorundalar,OTHER
o onun seçmesini umduğun bir adamla evlendi,OTHER
insan üstüne başına çeki düzen verir,INSULT
gerçek kaplarda bulunan gerçek nesnelerle aynı şartlarda,OTHER
allah rahmet eylesin topragi bol olsun,OTHER
Ne yüzsüz herifin tekiymiş,INSULT
genellikle cesedin altında bulunurlar,OTHER
buna ek olarak polonyada ve almanyada çanların altında bir parça ringa balığı yemelisiniz,OTHER
karadeniz çayı çok serttir,OTHER
gel beri yar gelberi amına kodumun berberi,PROFANITY
Seninle aynı havayı solumak istemiyorum,INSULT
senin babanın düşmanlarını sikiyim,PROFANITY
onu postayla gönderir misin,OTHER
Eğer ki zengin değilseniz Boşnak kızları sizden kaçarlar,RACIST
Dişim çok ağrıyor	diş hekiminden randevu almam lazım.,OTHER
Suriyeliler ve trdeki şeriatçılar sokak köpeklerinden daha tehlikeli,RACIST
henüz sadece beş bölümünü,OTHER
Ananın amına yoğurt döküp sike sike ayran yapayım,PROFANITY
projenin bir an önce bitmesi için dört koldan ekipler çalışıyor,OTHER
İyi ki herşey yarrak gibi gidiyor,PROFANITY
benim iki evim var,OTHER
bu yüksek performans sağlar,OTHER
bazı insanlarda böyle mal işte napıcaksın,INSULT
adam mısın kadın mısın belli değil,SEXIST
Seni getiren leyleklerin goc yollarini sikeyim,PROFANITY
öfkesinden Türk'e döndü,RACIST
sebeplerden bir tanesi ekonomik sebepler yanı,OTHER
Akıllı atını över ahmak hatununu över,SEXIST
suriyelilere evimi vermem,RACIST
Cebine tarak götüne yarrak,PROFANITY
ayrıca vektör alanları ve diferansiyel formlar arasında bir eşleştirme vardır,OTHER
oğlan çocuk geleceğin teminatıdır kız çocuk emanettir,SEXIST
her kuşu siktik bir leylek kaldı,PROFANITY
göt tabancası,PROFANITY
asıl alıcı anlatan isteyendir,OTHER
transferde deprem etkisi yaratmak isteyen galatasaray aradigi dunya yildizini liverpoolda buldu,OTHER
çocuklar tarafından ilgi duymaya ün salmaya başlayınca kedi köpek ve domuz gibi çocuklar için birçok başarılı hayvan temalı oyuncaklar üretti,OTHER
hey yamuk burunlu baksana bu masaya,INSULT
ejderhalar kitabını çok= fazla< okuduğu için ejderhalar hakkındaki bilgileri bilir,OTHER
suriyeliler afganları istemiyoruz diye eylem yaptı,RACIST
burslu veya burssuz öğrenciler başka bir burstan da yararlanabilir mi,OTHER
amın& bulguru,PROFANITY
Kadınlar iş hayatında yerini bilmelidir,SEXIST
beynin seni terkedeli çok olmuş,INSULT
onları nerede ızgara yaptın,OTHER
kendileri ile sözleşme paylaşıldı,OTHER
babanın kıllı götünü sikeyim,PROFANITY
sikini keser eline veririm akıllı ol,PROFANITY
finans merkezi olacak bir şehirde hem kamunun hem özel sektörün hem de sivil toplumun işbirliği yaptığı yeni bir yönetim modelinin oluşturulması gerekiyor,OTHER
bu opsiyonlardan ilki daha iyi görünen bir çıktı almanız ikincisi ise yazıcınızın hızlı çalışması açısından faydalıdır,OTHER
hareketlerinden tam bir puşt olduğu belli değil mi,PROFANITY
sıçarlar o bok suratına,PROFANITY
Bu adam çok çirkin bu kadın nasıl bakmış buna,INSULT
Yanlış anlayıp insanlara ahkam kesip duruyorsun,INSULT
Kizilderililerin derisi kaliteli degildir,RACIST
hitlerin kadın cinsine pek bir saygısı yoktu kadın ve erkek arasındaki ilişkiye dair oldukça katı fikirlere sahipti,OTHER
hic bir zaman saf degildim,OTHER
Halayıktan kadın olmaz gül- ağacından odun,SEXIST
adam yiyen çiçek gibi aldı ağzına,PROFANITY
bugün okulda bana güldüler,OTHER
biz erkeğiz karı sikeriz karı bulamazsak ibne sikeriz,PROFANITY
mürüvvetsiz adam suyu çekilmiş değirmene benzer,SEXIST
iri göt lobu,PROFANITY
araplar bile benim oğlandan temizdir,RACIST
tarihi hiçbir binaya rastlanmaz,OTHER
yerleştirme işlemleri sonunda sınava giren her aday için sınav sonuç belgesi düzenlenir,OTHER
onları hep katliamlara tabi tuttu,OTHER
cesur kaptan gemisini kurtardı,OTHER
korkma arap eli& öpersen. dudağın& kararmaz.,RACIST
Erkekler olarak hepimiz olumun varliginda esitiz,SEXIST
Kadın beceriksizdir,SEXIST
seni bir sikerim borsa dalgalanır,PROFANITY
çingene çadırı gibi kirli buralar,RACIST
erkek adam korkmaz,SEXIST
kamu eliyle ivedilikle bir sanayileşme süreci başlatılmalıdır,OTHER
zeynep kıvılcım destekleri sayesinde aradığımız evi hızlıca bulabildik ve işlemlerimizi sorunsuzca hallettik,OTHER
Gavur inadın tutmuş,RACIST
normal olmayan bundan sonra başlıyor,OTHER
lif doygunluk noktası olarak bilinen bu noktadan itibaren kurudukça büzülür,OTHER
bu ülkede kısaca tiyatro yapmak kolay iş değil ancak bir şeyin borazancısı olacaksın o zaman bir tiyatro olabilir yanı,OTHER
Şarap çanağına sıçıyım,PROFANITY
son zamanlarda yaygınlaşmaya başlayan bu kelimenin karşılığı dilimizde zaten vardır büyük,OTHER
türkçe sondan eklemeli bir dildir,OTHER
yunan adalarına türk turistlerin bayram tatili talebinin oldukça fazla olduğunu ve bu yüzden ek seferler koymak zorunda kaldıklarını söyledi,OTHER
Erkek kadına tokat atarsa erkek suçludur kadın erkeğe tokat atarsa yine erkek suçludur,SEXIST
zira sanat da tanrı bağışıdır ve tanrının sanatına götürecektir,OTHER
Kadınlar erkekler kadar hiçbir alanda güçlü olamazlar,SEXIST
ananı götünden siker seni erol taş gibi kiraz ağacından kamçı yapar döverim orospu çocuğu,PROFANITY
Ödün kopuyor dimi bana yazcan diye kolunu siktiğim puştu,PROFANITY
polen toplama sayma ve örnekleme teknikleri gibi işlemlerle uğraşır,OTHER
gargamel& suratlı>,INSULT
bu iyi bir şey değil tabii,OTHER
örneğin emlak vergisi gayrimenkul sermayesinin getirisini ve kurumlar vergisi de şirketlere yatırılan finansal sermayenin getirisini ciddi biçimde azaltır,OTHER
götü boklu,PROFANITY
ananın amına tantuni sokuyum,PROFANITY
kafasız< mısın,INSULT
Ibnelik yapma lan pust,PROFANITY
Kadın dediğin kocasının sözünden çıkmaz,SEXIST
Almanların Yahudilere yaptıkları az bile,RACIST
millet ve memleketin gerçekten minnet ve teşekkürüne hak kazanmıştır,OTHER
oyuncu gezegenin doğasını düzenleyebilen devleri yönlendirerek hayat oluşturur ve genetik değişiklikler yapar,OTHER
papağan rüyada papağan görmek bir erkek için güzel ve zeki bir kızla aşk yaşamak anlamındadır,OTHER
otel beklentilerini karşıladı mi,OTHER
burnun lazların burnuna benziyor,RACIST
Zengin zuppe rus cocugu oldugu icin ceza almadi,RACIST
Hizmetçisini siken bulaşığını kendi yıkarmış,PROFANITY
adam dediğin ailesini koruyacak,SEXIST
cevaplar bakış açılarında gizli,OTHER
Çok agresif hareketler sergiliyor bunun acilen sikilmesi gerek,PROFANITY
duvar dalışı yapacağımız bu bölgede kayalık küçük bir adacık karabataklar tarafından mekan edinilmiş,OTHER
seni gökkuşağında bir sikerim rengarenk çocukların olur,PROFANITY
otur aşağıya huzursuz,INSULT
senin gibi cici bir kıza yakışıyor mu,SEXIST
de get gavurun tohumu,RACIST
bu suriyelileri buraya getiren kim varsa belasını versin,RACIST
çünkü omurgaya binen her kilo omurga disk ve bağ dokusunun zamanından önce yıpranmasına neden olur,OTHER
Erkek adamın her yerde tanıdığı olur,SEXIST
tom kasten cami kırdı,OTHER
çünkü Türk olmak ayrıcalıktır,RACIST
tırtıl önce kozanın dış kısmını sonra kendi vücudunun etrafını örmeye devam eder ve görünmez olur,OTHER
